execution_number,workflow_id,workflow_folder_path,job_name,preference,assigned_resource,estimated_start,estimated_finish,upward_rank
137,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000359,performance,slot4@bravo,602.75,648.98,463.89
138,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000197,performance,slot5@bravo,602.75,648.98,463.89
139,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001829,performance,slot6@bravo,602.75,648.98,463.89
140,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000994,performance,slot7@bravo,602.75,648.98,463.89
141,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000435,performance,slot8@bravo,602.75,648.98,463.89
142,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000310,performance,slot1@charlie,602.75,648.98,463.89
143,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000390,performance,slot2@charlie,602.75,648.98,463.89
144,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001579,performance,slot3@charlie,602.75,648.98,463.89
145,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001663,performance,slot4@charlie,602.75,648.98,463.89
146,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001873,performance,slot5@charlie,602.75,648.98,463.89
147,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001104,performance,slot6@charlie,602.75,648.98,463.89
148,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000839,performance,slot7@charlie,602.75,648.98,463.89
149,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0002054,performance,slot8@charlie,602.75,648.98,463.89
150,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001854,performance,slot1@delta,602.75,648.98,463.89
151,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000207,performance,slot2@delta,602.75,648.98,463.89
152,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000348,performance,slot3@delta,602.75,648.98,463.89
153,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001229,performance,slot4@delta,602.75,648.98,463.89
154,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000758,performance,slot5@delta,602.75,648.98,463.89
155,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000655,performance,slot6@delta,602.75,648.98,463.89
156,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001770,performance,slot7@delta,602.75,648.98,463.89
157,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001141,performance,slot8@delta,602.75,648.98,463.89
158,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000953,performance,slot1@echo,602.75,648.98,463.89
159,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001223,performance,slot2@echo,602.75,648.98,463.89
160,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001519,performance,slot3@echo,602.75,648.98,463.89
161,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001040,performance,slot4@echo,602.75,648.98,463.89
162,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000043,performance,slot5@echo,602.75,648.98,463.89
163,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000212,performance,slot6@echo,602.75,648.98,463.89
164,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001837,performance,slot7@echo,602.75,648.98,463.89
165,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001852,performance,slot8@echo,602.75,648.98,463.89
166,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000306,performance,slot1@foxtrot,602.75,648.98,463.89
167,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001815,performance,slot2@foxtrot,602.75,648.98,463.89
168,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000538,performance,slot3@foxtrot,602.75,648.98,463.89
169,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000875,performance,slot4@foxtrot,602.75,648.98,463.89
170,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000420,performance,slot5@foxtrot,602.75,648.98,463.89
171,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000900,performance,slot6@foxtrot,602.75,648.98,463.89
172,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000911,performance,slot7@foxtrot,602.75,648.98,463.89
173,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000615,performance,slot8@foxtrot,602.75,648.98,463.89
174,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001016,performance,slot1@golf,602.75,648.98,463.89
175,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000204,performance,slot2@golf,602.75,648.98,463.89
176,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000835,performance,slot3@golf,602.75,648.98,463.89
177,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000974,performance,slot4@golf,602.75,648.98,463.89
178,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000893,performance,slot5@golf,602.75,648.98,463.89
179,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000592,performance,slot6@golf,602.75,648.98,463.89
180,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001470,performance,slot7@golf,602.75,648.98,463.89
181,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000457,performance,slot8@golf,602.75,648.98,463.89
182,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000498,performance,slot1@hotel,602.75,648.98,463.89
183,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001562,performance,slot2@hotel,602.75,648.98,463.89
184,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001291,performance,slot3@hotel,602.75,648.98,463.89
185,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000165,performance,slot4@hotel,602.75,648.98,463.89
186,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000649,performance,slot5@hotel,602.75,648.98,463.89
187,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000108,performance,slot6@hotel,602.75,648.98,463.89
188,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001365,performance,slot7@hotel,602.75,648.98,463.89
189,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000572,performance,slot8@hotel,602.75,648.98,463.89
190,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001907,performance,slot1@kilo,602.75,648.98,463.89
191,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000313,performance,slot2@kilo,602.75,648.98,463.89
192,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000641,performance,slot3@kilo,602.75,648.98,463.89
193,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001024,performance,slot4@kilo,602.75,648.98,463.89
194,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001945,performance,slot5@kilo,602.75,648.98,463.89
195,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000666,performance,slot6@kilo,602.75,648.98,463.89
196,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000067,performance,slot7@kilo,602.75,648.98,463.89
197,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001691,performance,slot8@kilo,602.75,648.98,463.89
198,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000473,performance,slot1@lima,602.75,648.98,463.89
199,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001455,performance,slot2@lima,602.75,648.98,463.89
200,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000456,performance,slot3@lima,602.75,648.98,463.89
201,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001956,performance,slot4@lima,602.75,648.98,463.89
202,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001003,performance,slot5@lima,602.75,648.98,463.89
203,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001717,performance,slot6@lima,602.75,648.98,463.89
204,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001135,performance,slot7@lima,602.75,648.98,463.89
205,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000901,performance,slot8@lima,602.75,648.98,463.89
206,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000926,performance,slot1@mike,602.75,648.98,463.89
207,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000404,performance,slot2@mike,602.75,648.98,463.89
208,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001128,performance,slot3@mike,602.75,648.98,463.89
209,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001847,performance,slot4@mike,602.75,648.98,463.89
210,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001688,performance,slot5@mike,602.75,648.98,463.89
211,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001975,performance,slot6@mike,602.75,648.98,463.89
212,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001466,performance,slot7@mike,602.75,648.98,463.89
213,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001695,performance,slot8@mike,602.75,648.98,463.89
214,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001739,performance,slot1@november,602.75,648.98,463.89
215,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001501,performance,slot2@november,602.75,648.98,463.89
216,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001672,performance,slot3@november,602.75,648.98,463.89
217,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000639,performance,slot4@november,602.75,648.98,463.89
218,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001514,performance,slot5@november,602.75,648.98,463.89
219,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000216,performance,slot6@november,602.75,648.98,463.89
220,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000566,performance,slot7@november,602.75,648.98,463.89
221,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001856,performance,slot8@november,602.75,648.98,463.89
222,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000816,performance,slot1@oscar,602.75,648.98,463.89
223,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001922,performance,slot2@oscar,602.75,648.98,463.89
224,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000290,performance,slot3@oscar,602.75,648.98,463.89
225,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000315,performance,slot4@oscar,602.75,648.98,463.89
226,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000389,performance,slot5@oscar,602.75,648.98,463.89
227,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001230,performance,slot6@oscar,602.75,648.98,463.89
228,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000537,performance,slot7@oscar,602.75,648.98,463.89
229,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001976,performance,slot8@oscar,602.75,648.98,463.89
230,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000750,performance,slot1@papa,602.75,648.98,463.89
231,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001122,performance,slot2@papa,602.75,648.98,463.89
232,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000190,performance,slot3@papa,602.75,648.98,463.89
233,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001727,performance,slot4@papa,602.75,648.98,463.89
234,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000864,performance,slot5@papa,602.75,648.98,463.89
235,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000172,performance,slot6@papa,602.75,648.98,463.89
236,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001828,performance,slot7@papa,602.75,648.98,463.89
237,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001510,performance,slot8@papa,602.75,648.98,463.89
238,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001152,performance,slot1@quebec,602.75,648.98,463.89
239,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000483,performance,slot2@quebec,602.75,648.98,463.89
240,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000485,performance,slot3@quebec,602.75,648.98,463.89
241,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000289,performance,slot4@quebec,602.75,648.98,463.89
242,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001524,performance,slot5@quebec,602.75,648.98,463.89
243,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000489,performance,slot6@quebec,602.75,648.98,463.89
244,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0000455,performance,slot7@quebec,602.75,648.98,463.89
245,workflow_4,/home/mehul/shared_fs/EMWOS/1Allocator/Energy-Aware-User-Prioritised-Preference-Scheduler/multi-wf/run4,mDiffFit_ID0001790,performance,slot8@quebec,602.75,648.98,463.89
